power,speed,rate,square_line_width
2.314728735,150,60,19189.78866
2.421371222,250,50,23393.54902
4.486299703,250,50,35820.39181
4.346784293,275,60,21133.72293
5.53499874,150,60,44952.28614
6.83360232,225,70,197484.2511
1.410911769,300,60,6593.594575
4.733876834,175,60,41772.7794
3.073718191,200,50,24652.75335
3.654890288,175,60,32585.81698
1.705356233,200,70,64779.79876
1.571088131,175,60,8076.610779
7.3147492,250,50,44616.58419
7.276287922,275,60,43499.03236
6.503263953,150,60,63726.82276
1.915041818,250,50,18976.4207
6.70325107,175,60,50747.24394
6.368827062,175,60,46914.94382
1.354332545,275,60,4764.809872
7.339027849,275,60,40558.93495
4.664496593,150,60,35402.15016
1.843837647,200,60,14051.25151
5.427125318,200,60,40349.32562
7.499797456,275,70,227430.3536
1.829714823,225,70,25909.78771
1.888678651,225,70,20224.20762
7.736456535,175,60,62529.95567
5.927461787,275,60,34486.08834
5.278362888,150,70,230961.6134
1.617251321,200,50,13967.70065
3.357546766,225,60,32936.51546
4.697900989,275,70,149634.1351
7.935795475,225,70,221371.7028
4.008565564,150,60,30844.76978
4.847656503,250,50,39237.1735
7.670214084,225,70,234070.27
5.874108084,175,70,235942.2755
1.305295376,175,60,5174.38005
6.848883067,225,60,43411.96161
7.449934846,250,60,42518.00342
5.146614657,275,60,28368.07866
4.299768154,175,70,179446.8163
5.274142525,175,60,46341.1189
6.477204729,300,60,43864.26089
4.025313495,150,70,160628.1539
4.635990843,250,50,37184.39608
4.030575799,300,70,117074.5302
6.635495213,225,70,171105.0459
6.209449545,300,60,42270.31309
5.596038989,300,60,37936.35103
4.650692894,250,50,33764.54587
4.546909522,275,70,155145.9535
5.289178406,225,70,163154.4904
3.408397499,175,70,133765.6778
4.552651029,300,60,32390.11604
5.514969759,275,60,26913.87179
2.125259983,200,50,19172.73966
4.847841058,250,60,32135.26667
1.551231135,175,70,10304.55856
3.765075302,150,70,160199.2557
5.700650982,200,60,43645.2328
6.173149523,200,60,43602.91133
5.312626394,250,60,36337.48204
4.579497075,175,60,37975.86341
4.710028341,275,60,30565.91303
4.614668739,150,70,191303.3107
1.417365583,250,60,3689.421307
7.733324121,200,70,256993.1421
7.589870366,175,70,298389.4111
3.547989705,175,60,31556.93922
2.098730034,150,60,22638.63847
2.570345342,150,60,21549.789
6.074338145,300,60,44912.54715
7.886792297,275,60,45960.34505
5.817691504,150,60,41400.52634
6.102917894,175,70,243633.2201
4.205555612,250,60,27080.39284
2.623094533,225,60,16808.49676
5.623821691,250,60,38506.09671
7.369386417,200,70,237186.9149
3.436671114,175,70,145555.5661
2.576380883,250,60,15167.53063
6.524915458,150,60,52395.96131
3.537442765,150,60,40166.67237
5.780785553,225,70,188961.4548
3.882457845,150,70,155875.7832
5.039949324,225,70,148098.189
7.756934145,300,60,46867.44889
5.003636274,300,70,110840.7267
2.121832072,300,60,18872.25541
4.975902619,250,60,34281.91485
4.352386031,200,50,32370.64012
6.131993002,175,70,223526.9934
4.754655148,275,70,129390.4846
6.914678995,200,50,38520.64371
6.053477008,175,70,268158.4673
4.346784293,175,60,43958.46901
3.084779438,225,70,93943.1222
3.21474792,150,60,22085.60748
2.549272702,250,60,18769.10733
5.808594073,150,60,46780.56235
5.324842854,300,60,38528.93132
2.803745814,225,60,18376.72298
1.791379226,150,70,40970.26658
6.308872481,175,70,241843.4279
3.856497729,225,70,121226.9435
4.484018281,250,50,33933.99773
4.710028341,175,70,182798.9056
5.903442625,175,70,235600.5064
1.760517732,175,70,20970.63679
3.272833432,150,60,34345.05158
6.043197744,275,70,192108.7746
1.824863035,150,70,11434.48082
3.832956957,200,50,29489.69148
1.281752364,250,50,10456.49165
1.658568153,250,50,16529.85001
2.207880806,150,60,14444.74583
6.878594414,250,50,42441.3142
4.055217399,200,50,30692.41482
6.636570358,200,60,46206.34511
4.023315478,200,50,28723.37919
5.930258732,275,60,36060.59007
3.256445893,150,70,176316.9336
2.559665814,300,60,29134.29042
5.07748756,150,60,40671.90309
1.519231642,300,70,1644.252609
3.420727984,300,60,26641.10642
1.816329556,225,60,2279.721009
2.983987792,150,60,31028.41865
3.567754865,250,60,26370.16048
3.350465076,225,70,89485.98947
6.992415589,175,60,54347.79908
1.825913178,175,70,27795.4291
1.765957004,300,70,22840.67201
5.75452357,150,70,275444.9557
4.833690263,250,60,35604.7196
7.282229318,200,60,50292.78087
2.234621867,200,50,17854.58433
2.944102711,300,60,30684.41803
4.712876317,300,60,36551.72356
7.803734387,275,70,273722.8437
4.974500546,175,60,41292.99309
4.368346893,250,50,34504.22048
5.173675136,150,70,205847.0994
3.513061477,175,70,148405.429
4.198623151,200,70,84443.28816
1.863203128,300,70,51377.52105
1.857017753,275,60,10560.53403
1.408344769,200,60,6176.220963
4.852111918,175,70,195184.9675
2.067013685,250,50,18404.96071
5.770875871,175,70,230398.6729
5.403460357,275,60,36655.31914
5.842550905,175,70,240528.2756
4.709753177,200,50,35556.08345
1.858574782,250,50,20518.38821
3.343697842,275,60,22418.49754
3.549507708,175,60,30758.42229
4.580719416,250,60,32221.9224
2.246157036,250,50,19653.34086
3.979828881,250,60,29828.56936
6.174214577,250,50,42213.48409
1.499944572,300,60,9792.693158
2.03913016,275,60,15121.58256
7.180823835,225,60,51391.33027
5.097921408,225,70,150176.9695
5.874108084,200,60,42726.35319
3.826426329,200,70,104132.8715
4.974500546,275,70,145424.1185
4.975902619,175,70,204875.5697
4.522286453,200,50,33223.01917
3.758806096,150,70,153523.8379
6.685891001,150,70,301738.0873
6.102917894,300,60,39021.2952
1.936782515,250,60,12775.06722
5.646764656,150,70,256253.1287
5.756470228,200,60,42806.71201
4.590741324,200,60,33966.89174
6.225214563,150,60,61686.53909
1.856590146,175,60,16301.60777
3.376410041,150,70,159766.1099
3.766440577,200,70,119862.4858
4.914732263,200,70,182065.8671
1.843837647,175,70,30829.48027
3.437198354,150,60,25793.91085
4.270802974,150,60,48747.76014
6.124511097,300,70,142292.8356
1.831396613,300,70,17212.24008
3.44090068,225,60,26316.39566
5.413199194,200,50,33905.01755
5.521175047,250,60,34666.72245
3.591865531,250,50,29375.20118
1.268713964,225,70,3184.184055
6.779469618,150,60,58380.23814
5.075853472,275,60,32015.92134
3.17561124,225,70,92421.82139
4.888866919,275,70,164292.7807
4.364323628,150,70,197824.1701
2.740164804,225,70,73834.01818
7.449934846,300,60,44129.61847
2.186847942,200,60,14624.21303
2.605936601,250,60,19801.34407
3.971441423,225,70,145392.5657
1.97429599,225,70,32257.92509
5.697150227,200,60,40542.82664
6.237845209,275,70,183691.697
3.183279832,200,60,24500.00261
7.438926298,225,70,232569.4313
4.398400689,200,50,31289.04891
1.270367288,200,60,2912.148056
5.155050542,200,70,150572.2533
5.460304891,200,60,40485.15137
2.273282009,250,50,23975.4677
4.253938999,225,70,106671.1062
4.847249297,200,70,165242.8332
1.973851949,250,50,19066.53901
7.416285823,275,70,229865.3338
5.697150227,275,70,146676.0807
6.043197744,300,60,35346.07025
5.809283825,150,70,273225.488
3.524660536,300,60,28747.12
4.226525168,225,70,94755.42146
1.381952079,225,60,2997.817295
1.825913178,175,60,11275.74008
6.765807221,200,70,219701.0356
6.039283976,150,60,55659.81857
1.418729925,300,60,9372.592113
2.073950472,150,60,12491.5529
3.524660536,225,60,33506.41942
2.657888608,150,60,31825.03918
6.074338145,225,60,40304.53842
2.172291077,150,60,23657.68486
1.954474688,250,50,16383.5452
1.891631986,175,70,39771.1695
2.89001788,150,70,114520.2831
4.490569824,225,70,119044.7661
