power,speed,rate,square_line_width
4.188597525,275,70,152220.7057
1.37152698,275,70,2765.351132
6.709622207,200,50,39770.15649
2.482856444,200,50,23172.34736
6.743941807,200,70,149374.2401
5.064604915,225,60,41312.97742
4.702460766,300,70,104170.3904
1.731486422,250,50,15248.35036
6.94761055,175,70,290472.0289
3.131905087,300,70,80691.59903
6.754325139,175,60,53780.77514
6.908852984,250,60,45296.51906
7.918894132,225,70,235815.8864
2.747078937,200,60,18952.9176
2.942891225,200,60,21384.64074
3.775046703,250,50,31186.01731
3.302320888,200,60,26808.94356
2.265373824,175,70,52723.78054
6.334000021,175,60,47020.67349
3.283907368,300,70,91965.74619
1.336446406,200,50,15251.84413
1.618057166,175,70,20000.52809
3.411854271,250,50,28653.936
6.289111336,150,60,58235.68435
4.25311437,225,70,144287.9466
1.928836573,250,60,11487.74079
6.722300742,200,50,42309.2486
1.645803322,300,70,24821.87844
3.407295552,300,60,28324.41941
4.637385801,300,70,91960.46328
5.064818423,150,70,232204.431
6.279833366,275,60,34186.34737
4.855417366,150,70,200897.9975
5.793942622,200,50,36926.19062
7.505627743,175,60,51800.76201
4.708466434,200,50,33886.99438
1.443811704,250,60,5504.518179
1.303764841,175,60,5633.822889
7.187770239,275,60,37571.83034
3.476118831,200,70,109379.8911
5.911862926,300,70,165173.3796
1.766591055,150,70,29097.87643
4.340314455,275,70,131529.056
4.126709923,150,60,47697.58454
3.26628787,225,70,78351.23362
7.270162447,200,60,50843.56369
5.533899542,225,60,43742.82171
3.571236429,150,60,37144.99634
3.141065145,250,60,25878.20984
1.468907429,175,60,6831.006769
5.737170433,150,60,54042.31365
4.347027266,225,60,25957.98017
6.52073063,225,60,51368.4969
5.249525054,300,60,38471.6957
1.617139801,300,60,15438.41137
1.720944755,225,70,11287.73682
6.583129596,200,60,48234.90205
6.201373437,300,70,184948.0269
6.084457402,275,70,161162.3511
2.500346437,175,60,18358.33236
3.14461125,150,60,33396.62549
7.201484728,250,60,44975.32621
5.776086707,150,70,272892.083
2.383824751,250,50,21226.44554
2.262296771,225,70,33331.75901
1.557606551,225,60,4845.663243
6.354633569,225,60,41943.53347
4.814805875,250,60,34701.57059
2.894774577,200,60,23180.98349
2.780355174,175,60,28040.16492
6.069125337,200,50,35891.90079
6.693383036,200,70,243801.0266
6.599394815,225,70,213501.206
5.5623876,275,70,159948.1554
4.713095662,300,60,34366.98424
1.724040053,200,60,11742.50802
1.526583369,250,60,7825.061053
5.940065596,275,70,170471.4885
2.519511791,250,50,21482.66112
5.807012651,200,50,35591.16802
2.945534489,225,70,76023.91733
1.895496425,200,50,18614.59859
7.562642668,175,70,279126.0422
6.616164789,250,50,42045.73005
2.830029895,175,70,99014.18029
6.611303073,200,60,43708.64114
4.569186344,300,60,33891.31772
3.962184249,175,70,156964.2562
2.964687763,300,70,57720.85545
5.206391663,200,50,37450.77532
2.407710067,150,60,21566.83143
6.271679219,225,70,198928.006
4.390232582,175,60,35200.50793
1.588838128,275,70,3696.151029
6.507286882,250,60,42904.54018
3.236985629,200,70,102790.3743
2.337945069,175,70,54199.85425
5.443213949,175,60,45925.76501
5.354375096,200,60,43069.86873
1.302087619,200,60,4185.686937
3.975099823,200,50,33718.79617
4.224824735,225,60,27120.74269
5.639834985,150,60,50229.33224
3.740217285,150,70,168811.1797
5.671747715,275,70,208655.2647
4.204833129,175,70,181577.4022
7.303136301,200,70,234113.8633
3.960592729,200,70,82325.979
3.917953913,150,60,32459.14074
2.396819982,225,70,44898.82542
4.85413698,200,60,35803.54364
3.741647019,225,70,101170.7559
2.256587759,175,60,23571.59725
6.61165766,275,70,197253.2631
1.794777288,300,60,16474.2933
7.210357043,175,60,55480.94645
7.551092351,300,60,44435.01696
1.923512636,150,60,19489.88651
2.204182855,300,70,43265.59273
7.259442642,300,60,46580.42603
2.633256927,225,70,58810.19376
6.747879838,275,70,210422.0368
2.204250345,200,70,34898.31571
3.616551648,150,70,214160.632
6.597842591,225,70,207849.7551
3.996326636,150,60,38560.72631
4.911439263,275,70,162670.4672
2.866177186,175,70,94493.96159
4.709678033,150,70,201779.3354
4.458871646,200,70,131955.8457
2.001160404,200,70,17568.66853
7.948399981,275,70,290222.8257
7.16619267,250,50,44858.37053
6.27700836,250,50,41775.36258
5.366215399,300,60,38751.02516
2.921684477,150,70,109969.9709
3.943259505,225,70,111999.3086
5.134954134,200,50,32285.85414
6.331801437,175,70,254720.2457
5.200834385,200,70,188480.8816
4.326792993,300,70,131178.0964
3.933431927,250,50,34847.03067
3.704719844,225,70,112709.6204
6.953857419,200,60,46649.60238
5.816026204,200,60,40509.85191
5.759787823,200,70,185572.3548
2.862555361,275,60,20757.68064
1.831630859,150,70,28793.31748
7.174722959,300,70,200067.5785
3.140463379,225,60,23096.45852
6.534161095,175,70,268458.2977
4.006081937,250,50,32153.32839
3.017343005,175,60,23333.59443
7.352893753,275,60,38259.4931
6.120575801,200,70,251761.4727
4.279190317,200,70,178567.3113
3.367342823,150,70,181106.2448
2.547364089,225,60,23934.52089
2.28386669,150,60,23323.98375
1.521953777,250,50,12300.03537
3.621759083,300,70,105323.2711
2.569008475,150,60,20675.38247
4.124894186,150,70,230797.1128
4.326710959,200,50,31878.06678
4.760990714,275,70,181249.833
2.392699081,200,50,21022.17494
2.25431697,225,70,33921.56713
4.693831374,150,60,41396.20408
5.496234839,300,70,129060.5646
6.445441801,225,60,48930.36784
7.943511076,300,60,47515.50303
5.439820512,150,70,273394.3693
1.389277662,225,70,5657.735843
7.358242623,275,60,44978.02479
1.739910832,150,60,9928.003167
6.271187963,275,70,174443.0146
6.507286882,200,70,184006.3032
6.371579418,200,50,38866.42194
3.288428967,175,70,126082.2855
7.011954936,200,50,42394.46162
2.233360271,275,70,53723.30643
6.515418228,275,70,199093.1654
1.637510329,175,70,20054.91824
3.301644865,300,60,30564.42025
6.180973242,200,60,43681.4366
2.423718554,275,70,57243.32847
6.251992492,200,60,42995.96179
2.151186566,150,70,106667.595
5.301275425,300,70,165142.1462
1.821366805,175,60,16274.17638
2.67225729,250,50,21644.17644
4.906334313,225,70,145219.2112
2.963686625,200,50,27885.49207
1.876044897,250,60,8510.920171
3.62122849,150,60,29034.60414
2.333736479,225,70,43478.3321
5.696190018,250,60,38906.07341
2.835843276,175,60,21231.74237
3.566842882,200,70,94809.34457
6.306459338,200,50,39359.4724
5.972285483,250,50,38847.59583
2.072798592,200,70,31441.53114
6.335428795,150,70,276082.2509
1.534506821,300,60,13967.24114
6.169173692,275,60,31578.71757
3.36053193,275,60,21206.94145
6.691189324,250,60,43926.7234
3.445404035,175,70,114055.8201
3.776585691,175,70,160225.9487
6.689374858,300,60,39852.99006
1.902331799,200,60,14763.22575
3.141065145,225,60,22663.64486
4.210825781,150,70,179640.2705
6.772757067,150,60,49440.91748
3.479001221,250,50,28716.74207
3.227127505,225,70,106042.5423
7.779501712,225,70,215872.4716
3.922715625,175,70,163650.5683
4.889968354,175,70,185089.9069
2.771815984,200,70,40233.30107
1.876044897,225,60,3219.992644
2.56875008,150,60,20931.97971
7.036550842,175,70,281223.4889
6.282248935,150,60,52979.15668
4.329960078,300,60,35718.15492
2.3063062,300,60,21138.9873
6.941848593,225,60,40422.7729
4.413347459,250,60,35216.0641
1.996281375,275,70,25417.16989
3.712823362,225,70,107075.348
7.360602313,275,70,234798.6972
5.773800088,175,60,40572.86952
3.784521572,175,70,137468.509
3.360118222,150,60,32997.23762
5.311237467,200,60,37178.19296
2.084450687,200,70,67085.42938
7.59314224,250,60,48874.55056
4.840231572,250,50,35008.97703
1.357612932,300,70,2836.434305
2.529832413,175,70,78537.29613
5.005400197,200,50,33718.42829
4.616650963,250,60,32462.04344
5.954700858,200,70,162860.1774
2.114217061,150,70,52034.59542
2.196957406,225,60,20713.76593
6.476029202,200,60,47389.18889
5.954828029,175,60,52880.11375
1.918414004,225,70,32068.33187
6.172909578,250,60,40732.09785
4.16206964,175,60,34757.19232
4.97814228,150,70,243534.446
6.955108303,200,50,41771.18894
4.596581856,200,70,193312.8116
5.98450352,225,70,197473.2714
2.893675421,250,60,20859.12969
7.235342803,225,70,224975.0891
2.97163209,275,60,25408.0712
2.60183197,275,70,71867.23687
3.050741813,225,70,65572.73751
6.86704135,175,70,268220.7397
4.842348998,275,70,164783.3166
2.57327707,250,60,15217.93079
4.132288523,150,60,34524.33495
4.655392274,275,60,31575.17568
3.828139429,300,70,104772.5999
3.823523983,300,70,93556.02446
3.924475625,300,70,108083.9218
3.077915565,250,50,28444.44193
5.502840443,150,70,204926.0607
4.525116838,200,60,36649.04718
6.644012329,150,70,274080.6797
7.49969227,175,60,55047.57571
3.607436964,225,70,96799.44894
2.15359791,275,70,19076.23453
7.175249311,275,70,260394.606
5.680407093,250,60,38521.91543
4.741346429,200,70,168191.9433
5.714737349,150,60,58133.53604
6.639348723,150,60,50528.12294
4.940341197,300,70,166018.552
6.5316986,200,50,36897.19732
3.893727648,275,60,27668.92754
5.166869771,225,60,41939.2909
2.683673314,225,60,19591.06898
2.944469555,200,50,24255.24429
5.353516299,275,60,32590.45178
4.586030046,150,60,41487.45084
6.002992761,150,60,45912.17186
5.39590779,175,60,48440.67635
2.782949864,250,60,21243.12944
2.055166676,250,60,12148.56051
6.044048552,150,60,51819.07999
3.071298467,250,60,21780.03985
7.593243803,300,70,200021.971
7.786405438,300,70,176922.9455
7.505422512,250,50,43905.07324
3.683626143,275,70,156921.675
7.405731816,225,60,54687.52458
3.248534447,200,60,26133.10004
2.711400364,300,60,28248.22305
4.438529679,275,70,117809.9619
3.516589612,175,60,27819.20594
5.029829252,150,70,198587.3794
7.104508389,200,60,48613.11564
5.76443099,200,60,39057.30831
6.136579573,200,60,42171.2262
3.781064323,250,50,31606.55877
3.507907144,275,60,18239.68552
7.806048215,300,70,238244.8119
5.411682836,250,60,39389.80508
4.55313268,250,50,36333.05291
6.10231001,300,60,43707.75978
6.87325104,225,60,47487.64475
6.128982366,200,70,260377.9535
5.11680847,225,60,42992.14533
3.90604309,300,70,107246.5571
6.035240878,150,70,263261.7806
7.819072401,225,70,224876.5423
1.777426539,150,60,14592.53777
5.163173969,200,50,34472.70923
4.839045533,300,70,141718.1093
1.930649836,150,70,35826.83311
6.745691169,275,60,37443.32013
6.555582525,225,60,45909.07916
7.302725281,275,60,34573.97192
2.789116611,150,60,16111.06224
2.735400761,200,70,25915.68594
4.947290153,225,70,130843.4953
6.815366865,200,60,47253.86871
6.588431988,200,60,46109.8155
2.596987119,250,60,16351.22161
2.338905176,225,70,54300.57926
6.047583809,175,60,46147.25193
2.976422173,300,70,43379.29392
4.818512072,175,70,183323.3112
2.528812717,225,60,17394.56505
7.478504317,300,60,46253.0674
7.469004901,275,60,42237.28341
4.251789906,225,70,118249.6342
1.484674596,300,60,10962.07281
6.422798226,200,50,37643.97239
7.291350718,275,60,36338.86481
2.316307417,175,60,20853.04868
1.61771391,175,70,17341.05492
2.350284548,200,70,47810.27666
3.942433601,275,60,28332.92787
7.088954562,275,70,234519.0134
4.735065119,250,60,36223.49729
7.143742982,225,60,43553.40354
2.707974877,150,70,108580.1475
5.61622428,300,70,177115.1168
3.789703272,250,50,32033.84487
2.051099859,225,70,18306.34604
3.508108266,175,70,132701.4729
3.992629924,175,60,35471.71005
1.3452369,300,60,11459.4411
4.903748742,150,60,44511.69573
2.410355268,200,70,60949.15901
3.139745609,250,60,24814.48008
4.084837247,150,70,172513.1605
6.605546081,300,70,160477.3717
3.736153661,300,70,88303.48184
7.675559875,200,70,248616.6595
3.098703643,200,50,24814.69382
4.450136107,200,70,185825.191
2.495690892,300,60,21969.94401
3.165843126,200,60,24524.9964
1.528861166,175,60,3961.796041
6.749115686,150,60,56502.88953
2.296045581,175,70,54331.5274
6.231986899,225,60,34569.14631
5.361502526,300,60,36496.00772
2.075126464,150,70,60076.02092
6.145212941,225,60,47178.40857
4.600381204,175,60,40408.63236
1.495539545,175,60,5832.291084
5.786589682,150,60,58259.15972
5.983983388,250,50,41782.37032
2.760986496,150,60,27426.63411
2.601494141,300,60,24913.69837
2.062642414,225,70,33687.44686
7.497659015,300,60,46792.15381
2.489353185,200,50,21684.18057
7.327517365,225,70,200133.1473
2.89139913,200,50,25740.87982
2.892530756,150,60,26291.94616
7.961948766,300,70,213939.2499
3.616113307,200,70,93512.57689
2.298538452,225,70,33285.10422
4.847755025,150,70,251946.9748
4.637385801,225,70,133048.0028
5.845636402,200,50,35143.73316
6.94991491,200,50,41506.05629
1.314050101,225,60,86.63890221
5.213906186,275,70,200274.2838
7.298394196,300,70,186447.7705
3.294876271,275,70,70333.24073
7.385653695,225,60,46207.63349
1.493588835,300,70,5604.395628
2.659455945,150,70,105225.5891
6.768993945,300,70,179008.7054
5.263684431,175,60,46926.2786
4.217365305,250,50,34381.54166
6.888607337,225,60,48608.30285
7.932666115,250,60,51057.89993
5.820160287,225,70,175572.9901
4.523124943,300,60,39848.01601
6.044623499,275,70,201504.2648
1.684091784,200,60,10237.58519
1.581465479,175,70,26862.79258
2.095131347,150,70,49981.3723
2.902615709,275,60,20769.85589
4.881233263,175,70,183122.8072
2.645647217,200,50,23745.55805
5.630541969,250,60,35334.86197
1.93130046,225,60,9204.521948
5.915276438,200,50,37925.66628
2.989885179,250,50,28320.81846
3.615965133,200,70,167212.5637
5.556966475,200,60,41328.04586
6.599394815,175,70,229567.9923
2.004753281,175,60,13516.02418
7.957710382,300,70,221548.8764
3.056337617,200,50,24056.29529
6.673518401,275,70,203306.3948
3.384384072,150,70,162112.7458
4.578448241,200,70,149544.103
4.712159869,250,60,30958.03732
3.902680306,275,60,25023.19619
2.95575828,250,60,18016.51124
3.363917377,200,50,30548.93779
5.309989221,275,70,194642.7064
6.728504359,300,60,38322.88683
3.70536056,225,70,99943.80687
6.222901144,300,60,41276.71148
7.54726643,250,60,43588.76936
1.87336247,150,60,22735.40006
2.5377095,200,50,22631.33667
5.44032105,225,60,36949.98562
3.713267514,300,70,137690.5456
2.314475584,200,50,21187.20187
6.595799602,175,60,51350.80317
5.301275425,225,70,141589.6314
5.712077597,150,60,50465.20211
5.231422686,225,60,44913.92327
6.08009542,175,70,225697.1735
2.855906256,150,70,136955.0958
6.422186181,200,60,47413.43129
5.876763108,225,70,194118.8952
6.882454843,250,60,43564.14265
6.065455782,275,70,189033.0182
7.309275316,225,60,52690.88881
5.241621789,225,60,45982.86285
2.412435724,150,60,26773.03409
6.522339956,275,70,229038.207
6.984087054,175,70,294491.5273
2.920659317,200,50,22431.10589
3.234834659,225,70,67494.82174
2.427441121,250,60,16448.73503
4.021027051,200,70,124643.7055
7.525428943,250,60,47858.34489
6.167386069,175,60,47605.61592
5.476014582,200,70,135437.1305
1.718946028,175,70,22249.89289
7.127704146,300,70,193947.4422
1.849297078,175,70,40237.83358
6.586953846,275,70,254923.9553
4.767497352,150,70,172222.2794
7.58430752,200,60,51072.03498
7.57585966,200,70,194335.1087
6.137057375,200,70,189401.2769
4.491052175,200,60,32804.46532
5.191529743,150,70,210723.037
2.534276382,225,70,33528.68016
7.307938492,300,70,203365.2744
5.325961824,250,60,34449.93528
7.722879031,250,60,48354.03165
5.254143287,225,70,180149.6688
5.341348529,225,60,32017.78904
6.754846286,275,70,233769.2495
1.818796199,300,60,10770.75396
7.495202222,175,60,57248.48517
4.834986009,250,60,35334.26393
2.370063728,300,60,18970.371
7.741371941,225,60,49002.39589
3.911134546,150,70,191751.309
7.899759321,275,60,46660.123
