power,speed,rate,square_line_width
7.817463224,175,70,278791.7355
2.245518253,200,50,23958.81003
7.1994967,200,60,50154.95365
2.973828042,225,60,31396.62683
2.803825822,150,70,104956.8615
1.974044694,275,70,37511.27038
7.24890831,275,70,278617.8386
6.817318874,250,50,43490.07233
5.368918046,300,70,129649.9338
1.355063657,200,50,8912.989014
1.748072078,150,60,9490.78799
3.992157259,275,70,103811.453
3.676063782,250,60,30047.99069
1.404574644,200,50,11108.34572
5.34072262,275,60,35274.53984
7.882482813,250,50,47319.93408
2.443018105,250,50,21199.40408
5.116796669,200,60,38860.34903
6.013701572,250,50,40087.69761
6.263014803,300,70,190232.4104
3.643877681,150,70,179744.3339
1.287672274,250,60,4659.320802
4.856129067,200,50,35379.38316
2.838371546,275,70,63724.25296
3.076886691,300,70,82878.22124
7.557153232,275,70,252534.0597
4.836538427,225,70,146114.1233
5.697238483,250,50,41077.24073
3.674619396,150,70,139737.6762
1.371971166,200,70,10325.07659
4.757837428,275,70,136022.3038
3.24873932,175,70,133820.9015
4.400394303,300,60,33240.5066
6.187090328,150,60,50900.45621
3.868796759,150,70,187902.1099
6.93547524,250,60,39937.58457
6.466152601,225,60,41068.83014
4.618485007,225,60,36519.51694
7.311274613,225,60,54072.92126
1.618057166,200,60,7775.174752
2.737169227,225,60,19678.57321
2.72523382,200,50,23327.98893
3.321774234,250,50,28974.91014
4.492728578,300,70,111424.0995
3.294116087,175,60,25256.87173
2.272629921,250,60,15734.20291
5.595101281,275,70,183218.672
1.437921759,175,60,7035.358691
1.529128293,225,60,4483.609564
6.952096612,275,60,33702.79435
2.729388126,275,70,65744.89807
3.148815269,200,70,84775.14039
5.062257907,225,70,145383.62
5.442874103,250,50,38818.34351
5.821457258,300,60,45487.33256
4.859948832,300,60,36548.5871
4.192331012,150,70,170742.9124
3.483634351,175,60,29679.41794
5.120852826,200,60,39372.91331
1.950373357,150,70,79865.28365
3.907364948,200,50,27236.4052
4.038478768,250,50,33137.18424
3.569735272,200,50,28721.86572
3.657229216,275,60,31265.98244
6.872008096,300,70,209552.0991
3.736522918,175,70,131956.6982
5.722416428,300,60,44099.4826
4.855556545,225,70,164432.8247
3.139753417,300,70,97035.78179
1.347043307,300,60,13857.21132
1.880530135,250,50,20295.90427
3.105868333,175,60,25857.18161
5.908118727,175,70,247299.337
5.117901103,275,60,31174.82264
5.360990904,225,70,172378.961
2.38918309,200,70,79527.38837
5.13752738,150,60,57018.13709
5.772592447,250,50,40544.66682
7.636016945,275,60,38188.90631
5.674673834,150,60,41641.90465
5.577656904,175,70,207660.8509
4.547785185,150,70,241915.4074
6.948854403,300,60,46827.74285
1.919887967,175,70,49533.93286
7.277270208,225,70,191946.0104
4.354633785,150,70,178393.8581
2.860726657,300,70,65064.45772
3.627171249,175,60,36037.21683
2.97610789,200,70,74806.17721
3.802536387,300,60,33608.64498
5.074031816,200,60,39038.23684
3.396674624,225,60,28031.00806
5.966218931,275,70,216813.6483
6.169173692,175,60,48807.47062
2.678068616,300,70,50538.40038
6.979484512,275,60,37278.37432
4.004458625,225,60,25413.0027
2.517052714,225,60,13044.12806
5.070156937,300,60,40703.75917
5.33186522,150,70,242745.6927
5.785184808,300,60,40891.09948
6.898635278,200,60,45091.12125
2.370210008,200,50,22703.33014
5.360990904,175,70,218549.6953
6.850925466,200,70,222200.7923
7.160319519,175,60,50232.44665
4.454167471,300,70,141272.4094
6.29958635,150,60,48078.99026
5.381861245,225,60,35387.01502
2.396478072,175,60,21282.13616
2.9053645,150,70,160564.2911
7.253147081,200,70,257797.2398
5.596263622,250,50,40485.30972
5.234563614,200,50,32310.628
6.710937073,225,60,43454.32726
2.648954571,200,50,23089.49719
3.20772341,175,60,24995.93604
2.522095539,300,60,21813.77295
4.458129549,250,60,33792.70687
5.342830339,225,70,155243.12
3.255596987,275,60,25388.2334
3.402260945,200,60,28773.71024
5.33568429,300,60,36910.21242
6.827036578,200,70,163803.7442
3.523347816,225,70,102194.5109
5.204824752,175,60,40312.6793
3.881242555,150,70,193308.8065
5.370937015,175,70,212419.8049
1.429692497,250,50,15118.1003
4.801589174,175,70,187593.7211
3.602811147,200,70,147640.6439
1.45381221,175,60,2317.065367
7.904092645,200,60,51214.14205
4.590848146,250,60,31489.34492
3.734383434,250,60,25129.81668
2.764149826,150,70,110255.6024
4.687588438,300,60,32671.78983
2.320621706,300,60,20116.89897
3.527750127,200,60,31425.2015
7.349550125,225,70,219487.821
4.169982093,200,70,99802.43641
1.995236494,150,60,26025.51027
4.262232903,175,60,30235.32709
4.381858376,300,70,132594.5051
7.23424494,225,70,203943.8875
3.438405524,175,60,30230.95763
2.294801154,275,60,15980.4067
2.317831393,200,60,18283.72926
6.547362169,200,50,41150.18924
7.946179399,200,60,50329.52593
6.768229327,250,60,41045.99284
3.524229862,200,70,124315.7584
2.543399158,150,70,131070.9431
3.371104471,150,60,33486.29259
6.128442734,225,70,180215.947
7.346069551,275,60,45485.87411
7.814214878,275,60,42113.2066
2.249770966,200,70,57379.87001
5.733890523,200,50,38269.75137
3.420155806,200,50,28186.56368
5.343691212,225,70,200677.2054
4.655392274,225,60,31705.226
7.096791804,275,60,41588.42353
1.464026137,250,50,12395.88728
1.443229085,300,70,1405.821884
4.598480039,275,60,28354.08118
6.857341502,225,70,182709.6424
1.960677034,200,50,19771.59838
2.987550415,150,60,34970.09135
3.026625784,225,60,18812.9579
5.929158089,300,70,175729.0485
7.922268208,225,60,52776.77966
1.798996154,200,50,19883.7743
2.763786656,275,60,11195.32901
4.2045813,275,70,94229.50624
7.759841204,175,60,54455.93597
3.092898386,275,70,64244.28033
6.451261408,150,60,49595.05257
4.760914658,275,60,27913.29765
2.617978652,275,70,88172.30846
2.09131955,300,70,48468.20237
2.921465975,175,70,92992.5456
6.346072425,200,50,40219.71301
7.900818037,275,60,41781.65793
2.692160844,200,70,46735.07777
5.200450109,225,70,184758.5101
1.851191494,300,60,17583.11798
6.61565815,150,70,251904.0377
4.536695996,300,60,30486.70386
2.285533308,275,60,8700.435892
4.475521031,300,60,32292.25666
3.589613049,200,60,27668.42746
1.419037881,300,70,4245.766209
5.944214656,250,50,41474.0884
7.49592312,200,70,167790.615
4.504071357,175,60,42981.91712
1.529960515,250,60,3460.441604
5.682280963,250,50,42402.62549
5.333623824,225,70,172036.6112
7.302725281,175,60,57366.26419
6.32882731,250,60,40925.5712
7.639984363,300,70,215772.7892
7.058549393,275,60,31870.94314
6.490534578,275,60,37834.88201
6.545953964,150,70,305134.5528
1.98790089,225,60,10149.30721
7.580692091,275,70,212136.4723
5.832562854,225,60,37109.84755
6.215096988,275,60,39320.97618
5.277975009,275,70,175730.4542
4.76346881,175,60,42979.35389
4.052158132,300,60,29558.73763
4.244730088,200,70,103031.4517
3.719220501,200,60,27714.74528
6.998624744,250,50,43967.0529
1.718946028,250,60,4462.28717
3.247277786,300,60,26759.0457
3.76950642,200,50,31405.91914
2.005147971,225,60,15627.14335
1.969482833,275,70,30309.78621
2.376044712,175,60,22570.94375
7.500450277,250,60,47867.3706
3.072450526,275,70,67077.72025
4.324032258,250,60,30288.49985
6.40368384,250,60,40128.36227
1.453431426,200,70,17998.45854
4.167361306,225,70,127276.731
3.136531111,300,60,31304.74737
3.876940119,275,70,144831.4252
4.699029969,250,60,33492.84321
4.844273535,150,70,213044.7828
4.116230357,225,70,123010.3654
5.957664216,275,70,226921.6991
7.910386565,175,70,291665.7635
6.45317876,200,50,37847.49906
3.21873057,175,60,27060.01054
3.712811375,200,50,29830.37796
3.894617991,250,50,33697.76778
5.900381036,200,50,37268.80343
3.932931773,250,50,31687.34005
4.269255505,150,60,50755.06815
2.389208055,150,60,12920.55954
4.366132352,300,70,108817.6115
4.58269384,275,70,151487.7895
3.247277786,275,60,23863.48817
3.938073939,175,60,34304.5481
1.265425899,300,70,3170.888773
6.74134667,275,70,197222.7074
4.098884853,175,70,147916.1943
2.644846096,175,70,84940.99947
2.106951739,275,60,8849.635429
3.227162511,275,70,85088.78414
7.859716664,200,60,48987.84546
6.352831117,200,70,184377.2351
6.783455487,200,50,41303.7787
1.876044897,175,60,13684.77872
5.457381018,200,60,38323.08005
2.617978652,175,60,21746.80929
7.837189563,250,50,46470.1073
4.251789906,175,60,42899.94428
4.757566348,225,60,31223.69108
6.396152715,250,50,38817.07562
6.160169806,300,60,43157.52436
5.700671545,150,60,43871.38149
7.459939117,225,70,228760.1701
1.796778501,150,70,52270.27558
6.089781762,175,60,51902.0515
4.541218363,300,70,156329.6577
1.597807395,300,60,15850.07356
7.496646551,225,70,196058.1057
6.595799602,225,70,164409.2335
2.938978618,200,70,119427.7364
1.747328652,275,60,5988.539671
5.875413735,300,60,41060.4532
5.417704243,150,60,39239.98016
3.943298421,175,60,35022.50597
3.956145583,150,60,42019.77259
6.2432182,200,60,44007.4328
1.911283578,200,70,39509.32655
3.041519264,275,60,20963.02239
2.937740876,250,60,23610.38719
1.77503787,250,60,4847.537872
2.536572427,200,50,21631.11834
6.879720952,175,60,55293.94645
6.560185621,150,60,61908.41212
5.176034729,200,70,166727.2619
4.079642363,275,70,112117.7298
6.421556388,300,70,201739.9951
5.426125197,300,60,34096.65131
2.803693619,250,60,20273.50916
3.531884503,150,70,158481.5931
2.110609269,250,50,20001.42354
3.733425411,250,50,31591.27309
7.923221293,275,60,35546.674
4.271874424,275,70,135944.4051
5.485855081,150,70,234128.3573
5.2820503,200,70,179463.1573
2.47067231,175,70,81825.47476
3.068354226,300,60,26237.18155
2.084742609,175,60,20240.15959
4.524674962,300,60,35871.49572
4.269568306,200,70,175238.7098
3.923705998,300,60,29969.49393
2.185263536,275,70,11924.65893
2.504307801,250,50,23543.04529
3.604537139,225,60,30688.42754
5.815186402,200,60,41920.85309
2.49359471,175,60,17883.82354
4.176964444,275,70,108088.4315
4.60946152,150,60,47782.18771
7.580813189,250,50,43732.77041
7.286423751,300,60,42000.84625
5.389637911,225,60,34987.26152
4.891667023,275,60,39922.72722
3.330727774,175,70,130302.6146
6.066076342,200,70,204833.3038
7.008161154,275,60,43994.63433
7.656148269,175,70,317453.1761
4.799974799,275,60,34892.43224
5.908976879,250,50,42270.96504
7.706979887,250,50,43771.31339
2.53884551,275,60,22610.88076
4.95766925,250,50,36380.40491
5.491188009,175,70,209135.5993
3.054404855,200,50,25124.88811
7.244604931,225,60,58106.10021
5.907871754,225,70,179206.5873
1.71892526,225,70,35637.90175
6.840541298,225,60,47395.5114
2.571316111,175,70,76238.77443
7.921852647,300,60,51368.31548
2.894774577,300,70,83725.19432
3.774377027,225,70,107100.9809
5.022336372,150,70,224347.4317
1.758125398,200,60,11037.0905
4.616612514,175,60,35888.26353
3.540433917,150,60,34326.19432
3.791754965,300,70,76441.25267
5.531213894,250,50,41816.62811
4.126722984,300,60,28844.43902
2.73997133,175,60,26940.36902
6.169173692,225,60,41130.691
4.102379152,300,70,112288.2519
7.1994967,225,60,40096.13325
1.768267104,300,70,24175.81428
6.551164521,300,70,188405.8867
4.473188935,275,70,103892.0632
1.845149801,250,60,8804.97089
2.384259473,175,60,22074.51483
2.849331646,150,60,19609.17375
6.170418351,175,60,46171.70078
4.47178616,300,70,154768.0821
3.336771599,150,60,39009.93971
5.101527011,225,70,175860.2354
6.421556388,175,60,50165.63515
4.751931749,250,50,34042.03648
2.072141765,200,70,75707.37692
5.595101281,225,60,47015.3882
6.952096612,300,60,47186.51742
4.465626717,300,60,35379.46791
4.767575775,175,60,41127.40136
2.587336717,225,60,19572.38858
2.827974007,175,60,26596.94568
6.200356827,275,60,32913.94324
2.304566691,200,60,16294.55427
4.501626638,175,70,188889.9956
5.425031467,150,70,242353.9528
3.096690376,175,70,115144.2774
5.064818423,150,60,46290.41333
6.768679686,200,70,210792.6102
3.495996214,225,70,94316.89845
4.292212263,150,70,233646.3566
4.767575775,225,60,37631.04419
7.238691172,300,70,227456.1318
7.700435909,225,70,230752.3012
4.192409902,150,70,208784.9906
3.255277923,275,60,30276.38444
7.41996524,200,60,47811.0065
6.912323753,200,60,48616.50919
7.628033314,300,70,215826.4176
7.304404878,200,60,49760.95569
5.709030489,250,50,38913.84315
5.343660577,250,60,36807.85089
2.504794134,175,60,20954.81834
2.842899184,275,70,94310.15454
1.856786197,175,70,51544.19066
7.833226732,250,50,45119.89532
3.489437553,200,70,124965.0375
4.367625086,150,60,40521.60746
7.096882742,300,60,50534.10201
2.208044231,300,70,36684.69925
4.057208877,200,70,102301.1904
2.262946971,175,70,70365.4716
4.579302034,250,50,33065.29544
2.972269922,275,60,28941.26207
6.948949357,250,60,47356.50687
5.807925663,200,60,40990.63967
7.407924286,225,70,233322.5874
4.737310815,200,50,34915.78648
6.110082264,150,60,50205.29543
4.201113476,225,70,150236.3379
1.978336787,225,60,6100.156397
5.497284261,250,60,37716.77592
1.891710023,250,50,18814.8753
6.039189906,150,60,55417.31688
3.09690678,150,70,117506.478
4.441255071,275,60,24084.10149
5.231578764,175,60,47734.69656
7.535092501,225,70,195379.202
4.661601061,225,60,35380.2367
6.080217845,150,60,62716.32471
4.920780407,150,70,228580.2866
6.998246719,300,60,45991.81271
1.65236725,275,60,10434.99901
6.099038068,150,60,56840.44323
6.147027189,200,70,216772.2044
5.727179146,150,60,44317.60449
5.672570977,200,60,40761.3386
7.945217169,250,50,46793.40419
2.272629921,275,70,33449.80338
3.648633922,275,60,21580.94363
2.68876868,175,70,103339.2255
7.314363245,200,70,265474.6269
2.401155142,150,60,16893.807
3.612796369,300,70,113404.9691
5.244664977,175,60,38016.45743
5.368020986,200,50,37688.30279
4.219097041,150,70,222019.5075
7.313396955,225,70,184664.7984
1.73107801,225,60,15421.16435
3.45510076,225,70,112830.2816
3.655295753,250,60,27802.08169
7.295835948,200,70,189439.184
1.630688003,300,70,522.227496
4.35543329,150,60,47260.28551
6.504586659,175,70,257376.1657
7.024040302,275,70,249504.4609
4.308015556,250,60,28817.96387
2.850656986,175,70,70438.54312
1.759909405,225,60,17013.35788
2.843815969,175,70,89749.2314
6.754497366,150,70,263445.8123
3.458592457,300,70,68751.1087
5.597089037,150,60,40173.58261
1.562654787,175,60,7210.302981
4.840600604,275,60,27560.23173
6.334744238,150,70,258799.5605
4.458534668,300,70,158750.7995
2.091308744,150,70,74735.57494
3.166985445,225,70,107792.1098
1.630431805,225,70,2609.358426
2.168856049,175,70,57080.37172
5.117901103,200,70,217014.4191
2.480562512,150,70,63947.19024
5.960246576,200,60,45788.15508
4.166906347,250,50,32616.60379
6.603800928,250,50,39586.3779
1.886251477,200,50,17955.57997
7.92266469,250,50,45977.65247
7.044858413,250,60,43733.04167
7.967485763,175,70,304641.7635
6.347173124,250,60,43152.01433
4.905846022,225,70,154021.7458
3.892593571,175,60,32124.61175
1.754251137,250,50,17876.87994
6.910020849,300,60,45119.06748
6.282362901,200,60,44410.17272
5.163660501,275,70,194289.7463
7.851932118,175,70,304932.9309
4.088594783,250,60,30072.10441
6.528213573,200,70,215517.538
2.976297543,300,60,24934.66807
7.6914812,250,60,46489.44195
2.468579476,150,70,117406.3718
5.76443099,275,60,33200.89817
5.723955844,150,60,58989.37021
3.004146211,250,50,26027.37703
6.066076342,225,70,179035.4264
4.571471827,275,70,142597.7098
7.575946672,225,70,189229.7035
6.41521132,250,50,42500.78859
6.415660699,300,70,141497.8024
3.372970404,200,50,28191.64173
7.487594169,275,60,41657.31677
7.994545478,225,60,50627.42353
2.502466966,300,70,63441.25377
3.925306473,275,70,158799.5242
1.263876229,300,70,8023.586904
4.501626638,225,70,135309.6884
4.204283939,150,70,184896.8734
3.385558527,200,70,77401.6804
1.849527004,150,60,10638.5922
3.563778036,200,60,30399.52607
4.301388159,225,70,141799.1821
6.453919609,200,70,266881.7669
4.463999981,275,60,21826.82332
6.967032999,275,60,41732.93389
3.942433601,275,70,138455.6517
7.700435909,250,60,45666.01662
6.314719288,225,60,41965.81926
7.037091467,175,60,54351.93162
2.853977373,150,70,123121.4569
4.438979544,175,70,183030.3606
7.028665185,275,60,34206.87038
2.500527954,200,50,20581.07866
6.495110601,200,60,45415.06366
5.41617643,250,50,36777.39189
7.160093445,200,70,192255.0656
4.400394303,200,60,32736.01462
7.04175946,225,60,40893.81717
4.951748767,300,60,41444.37258
2.035221608,150,60,7705.236057
6.188956259,275,70,216256.1463
1.873933015,250,60,13709.82438
6.579524359,200,70,204497.9336
7.819072401,200,70,267011.2819
2.698063313,300,60,24371.16924
7.084647413,175,70,265497.6462
6.663828689,200,50,41556.00476
4.26264142,150,60,48666.49034
5.510793373,150,70,283399.858
3.060169775,300,60,23949.4834
1.823364168,200,70,56828.54706
2.219031276,275,70,43739.99171
7.096242755,175,70,276195.2173
7.225706417,250,50,43866.88892
7.915512228,250,50,45064.97044
3.822899959,300,60,30551.35609
4.476509416,175,60,41989.8006
2.408830039,150,60,21642.82333
7.218091103,275,60,41007.85629
5.110810131,225,70,159943.4545
3.389896788,200,50,30311.63026
7.379459519,175,70,294536.0311
3.739261262,300,70,98858.68768
7.714648896,200,70,216635.2623
3.962184249,225,60,39086.04211
3.634106418,150,70,199706.982
6.469384915,275,60,38725.70135
6.160944326,250,60,41050.66815
4.009591579,150,70,213241.5262
6.836237975,275,70,207047.7464
6.613467272,300,70,171647.773
7.291474484,200,60,47404.28248
2.843815969,200,60,22109.4515
3.992122152,200,50,29085.28264
5.989474254,275,70,203887.9187
1.293672417,225,60,3169.85702
3.015107864,150,70,109386.426
7.174126484,225,70,203160.0114
5.257962007,200,70,177702.6397
6.172090387,150,60,62436.04431
5.038604726,175,60,45616.28969
4.403173242,200,60,32268.96791
2.897701955,225,60,19384.34577
